sampleID	taxon_oid	Domain	Sequencing Status	Ecosystem	Study Name	Genome Name / Sample Name	Sequencing Center	Add Date	Assembly Method	Has Coverage	Release Date	Sequencing Method	Genome Size   * assembled	Gene Count   * assembled	GC   * assembled	KO %   * assembled	richness_KO	Hypothesis	Analysis	Latitude	Longitude	Contact Email	Contact Name	JGI Data Utilization Status	JGI Data Utilization Status_GOLD_07Apr2022	PermissionNotes
X3300003126	3300003126	*Microbiome	Permanent Draft	Human gut	"Human gut microbial communities from lean and obese individuals in Granada, Spain"	"Human gut microbial communities from lean and obese individuals in Granada, Spain - Lean sample"	"Institute of Catalysis, The Higher Council for Scientific Research (CSIC)"	7/31/14	Newbler v.2.5.3	No	8/1/14	454	11889690	23250	48.59	40.51	1826	H2	Both	37.17	-3.59	mferrer@icp.csic.es	Manuel Ferrer			Unrestricted - not sequenced at JGI
X3300003118	3300003118	*Microbiome	Permanent Draft	Human gut	"Human gut microbial communities from lean and obese individuals in Granada, Spain"	"Human gut microbiome from lean and obese individuals in Granada, Spain - Obese sample"	"Institute of Catalysis, The Higher Council for Scientific Research (CSIC)"	7/31/14	Newbler v.2.5.3	No	8/1/14	454	10731170	20859	44.48	39	1782	H2	Both	37.17	-3.59	mferrer@icp.csic.es	Manuel Ferrer			Unrestricted - not sequenced at JGI
X3300007290	3300007290	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communities from Crab Spa hydrothermal vent, East Pacific Rise"	"Hydrothermal vent microbial communities from Crab Spa hydrothermal vent, East Pacific Rise - large volume pump, sample 2"	Bigelow Laboratory Single Cell Genomics Center (SCGC)	3/11/16	MEGAHit	No	11/1/19		109826745	295524	35.72188	47.22	3634	H2	Both	9.844167	-104.296667	mpachiadaki@bigelow.org	Maria Pachiadaki			Unrestricted - not sequenced at JGI
X3300007279	3300007279	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communities from Crab Spa hydrothermal vent, East Pacific Rise"	"Hydrothermal vent microbial communities from Crab Spa hydrothermal vent, East Pacific Rise - large volume pump, sample 4"	Bigelow Laboratory Single Cell Genomics Center (SCGC)	3/11/16	MEGAHit	No	11/1/19		62973825	170835	36.68083	48.14	3275	H2	Both	9.844167	-104.296667	mpachiadaki@bigelow.org	Maria Pachiadaki			Unrestricted - not sequenced at JGI
X3300007301	3300007301	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communities from Teddy Bear hydrothermal vent, East Pacific Rise"	"Hydrothermal vent microbial communities from Teddy Bear hydrothermal vent, East Pacific Rise - large volume pump, sample 5"	Bigelow Laboratory Single Cell Genomics Center (SCGC)	3/11/16	MEGAHit	No	11/1/19		249394076	681701	39.23325	40.8	5589	H2	Both	9.847222	-104.2975	mpachiadaki@bigelow.org	Maria Pachiadaki			Unrestricted - not sequenced at JGI
X3300007264	3300007264	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communities from Teddy Bear hydrothermal vent, East Pacific Rise"	"Hydrothermal vent microbial communities from Teddy Bear hydrothermal vent, East Pacific Rise - large volume pump, sample 8"	Bigelow Laboratory Single Cell Genomics Center (SCGC)	3/12/16	MEGAHit	No	11/1/19		42911142	119500	38.49892	40.3	3424	H2	Both	9.847222	-104.2975	mpachiadaki@bigelow.org	Maria Pachiadaki			Unrestricted - not sequenced at JGI
X3300009967	3300009967	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	"Termite gut microbial communities -laboratory nest Belgium. Combined Assembly of Gp0151224, Gp0151225, Gp0151226, Gp0151227"	Luxembourg Institute of Science and Technology	7/5/16	CLC genomics wokrbench 9.0	No	11/1/19	Illumina MiSeq	215628660	645255	47.01449	34.76	8201	H2	Both			martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300009966	3300009966	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	"Termite gut microbial communities. Combined Assembly of Gp0151149, Gp0151152, Gp0151222, Gp0151223"	"University of Luxembourg, Luxembourg Institute of Science and Technology"	7/5/16	CLC genomics wokrbench 9.0	No	11/1/19	Illumina MiSeq	213988362	589342	45.70057	30.77	8044	H2	Both			martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300009942	3300009942	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities - laboratory nest. Combined Assembly of 9 SPs	University of Luxembourg	6/30/16	CLC Genomics Workbench 9.0	No	11/1/19	Illumina MiSeq	178119209	577238	47.36129	31.06	7137	H2	Both			martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300010947	3300010947	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	"Termite gut microbial communities - laboratory nests. Combined Assembly of Gp0151227, Gp0151152, Gp0151149, Gp0151146"	"University of Luxembourg, Luxembourg Institute of Science and Technology"	10/12/16	CLC genomics wokrbench 9.0	No	3/3/20	Illumina MiSeq	221304184	702611	46.99165	32.15	7909	H2	Both			martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300023282	3300023282	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from Aparatermes sp. nest - French Guiana - 29-3 mRNA	University of Luxembourg	2/20/18	CLC Genomics Workbench v. 9.5.2	No	3/3/21	Illumina NextSeq 500	131208938	462142	46.27	30.39	7142	H2	Both	-53.22805556	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300022815	3300022815	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from Microcerotermes sp. nest - French Guiana - 27-16 mRNA	University of Luxembourg	2/7/18	CLC Genomics Workbench v. 9.5.2	No	3/3/21	Illumina NextSeq 500	73323003	247297	48.95	31.71	6105	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300022820	3300022820	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from Nasutitermes sp. nest - French Guiana - 36-11 mRNA	University of Luxembourg	2/8/18	CLC Genomics Workbench v. 9.5.2	No	3/3/21	Illumina NextSeq 500	107198486	356117	48.56	35.72	6214	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300023188	3300023188	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	"Termite gut microbial communities from nest from French Guiana. Combined Assembly of Gp0238577, Gp0238578"	University of Luxembourg	2/17/18	CLC Genomics Workbench v. 9.5.2	No	3/3/21	Illumina NextSeq 500	115264374	384623	45.22	28.86	7075	H2	Both			martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300023191	3300023191	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	"Termite gut microbial communities from nest in French Guiana. Combined Assembly of Gp0238575, Gp0238576"	University of Luxembourg	2/17/18	CLC Genomics Workbench v. 9.5.2	No	3/3/21	Illumina NextSeq 500	142423185	477695	43.44	27.33	7481	H2	Both			martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300022232	3300022232	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from Cavitermes sp. nest - French Guiana - 28-9 mRNA	University of Luxembourg	12/13/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	156154427	538885	45.64	31.68	6879	H2	Both	5.3055556	-53.22805556	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021790	3300021790	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	"Termite gut microbial communities from Nasutitermes sp. nest in French Guiana. Combined Assembly of Gp0264968, Gp0264969, Gp0264970, Gp0264971"	University of Luxembourg	11/16/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	404211795	1392404	47.02	31.04	8694	H2	Both			martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021190	3300021190	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest - French Guiana - 1_3 mRNA 1_3 mRNA SA	University of Luxembourg	10/20/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	69901242	233021	45.53	28.44	6167	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021231	3300021231	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest - French Guiana - 10-1 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	70764986	193161	42.74	24.59	6111	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021221	3300021221	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest - French Guiana - 18a-5 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	18023463	65827	45.41	32.05	3770	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021228	3300021228	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest - French Guiana - 23-5 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	48964745	183261	45.37	25.99	5894	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021192	3300021192	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest - French Guiana - 5_4 mRNA SA	University of Luxembourg	10/20/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	41858817	162810	44.12	26.14	4677	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021238	3300021238	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest - French Guiana - 6_6 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	60756524	212552	45.28	27.92	6108	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021252	3300021252	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest - French Guiana. Combined Assembly of 14 SPs	University of Luxembourg	10/28/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	503063900	1776596	44.91	26.61	9219	H2	Both			martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021245	3300021245	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - 11-4 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	90456396	280218	43.12	27.42	6857	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021240	3300021240	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - 11-5 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	61789171	237975	43.66	27.11	5505	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021229	3300021229	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - 12-5 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	37128730	133066	45.45	29.78	5118	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021244	3300021244	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - 12-6 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	86921399	285663	44.97	28.41	6661	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021217	3300021217	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - 13-5 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	25057836	88075	48.62	34.38	4407	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021227	3300021227	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - 18-5 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	53562497	132104	42.92	30.28	6404	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021232	3300021232	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - FG16_14_4 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	43629852	147514	46.71	30.93	5600	H2	Both	5.52083333	-53.13555556	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021239	3300021239	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - FG16_17_4 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	64994189	229835	47.16	33.18	5753	H2	Both	5.45416667	-53.30111111	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021222	3300021222	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - FG16_17b_4 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	32306971	118667	47.04	32.69	4855	H2	Both	5.52083333	-53.13555556	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021235	3300021235	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - FG16_2_6 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	62603974	219303	48.76	33.13	5067	H2	Both	5.27916667	-53.13777778	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021220	3300021220	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - FG16_9_6 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	26277006	94383	46.3	34.94	4525	H2	Both	5.06224	-53.047407	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021218	3300021218	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana - FG16_L2_4 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	21455042	78972	47.84	34.43	3707	H2	Both	5.02222222	-53.06166667	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300021237	3300021237	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest from French Guiana -FG16_15_2 mRNA SA	University of Luxembourg	10/26/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	65603471	230265	47.63	31.38	6003	H2	Both	5.52083333	-53.13555556	martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300020587	3300020587	*Microbiome	Permanent Draft	Termite gut	Multi-omic termite study	Termite gut microbial communities from nest in French Guiana Combined Assembly of 7 SPs	University of Luxembourg	9/11/17	CLC Genomics Workbench Version 9.5.2	No	3/3/21	Illumina NextSeq 500	227972663	798176	47.41	29.21	7994	H2	Both			martyna.marynowska@list.lu	Martyna Marynowska			Unrestricted - not sequenced at JGI
X3300020236	3300020236	*Microbiome	Permanent Draft	Hydrothermal vent	"Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean"	"Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean - Sample 1 (For TVG13) Archaea reference mapping and reassemble"	Beijing Genomics Institute (BGI)	9/1/17	idba_ud 1.1.1	No	3/3/21	Illumina HiSeq 2500	85671503	160516	47.57	35.71	3877	H2	Both	-15.160005	-13.350021	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300020233	3300020233	*Microbiome	Permanent Draft	Hydrothermal vent	"Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean"	"Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean - Sample 1 Archaea reference mapping and reassemble"	Beijing Genomics Institute (BGI)	8/31/17	idba_ud 1.1.1	No	3/3/21	Illumina HiSeq 2500	93479897	168239	45.73	35.91	3993	H2	Both	-15.160005	-13.350021	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300022665	3300022665	*Microbiome	Permanent Draft	Ocean	"Deep seafloor sediment microbial communities from Yap Trench, western Pacific Ocean"	"Marine sediment microbial community from Yap Trench, western Pacific Ocean - 37I-Yap-S01"	"Third Institute of Oceanography, State Oceanic Administration"	1/23/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	517965717	789435	49.24	30.99	6034	Me	Both	9.661117	138.68097	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300022670	3300022670	*Microbiome	Permanent Draft	Ocean	"Deep seafloor sediment microbial communities from Yap Trench, western Pacific Ocean"	"Marine sediment microbial community from Yap Trench, western Pacific Ocean - 37I-Yap-S02"	"Third Institute of Oceanography, State Oceanic Administration"	1/24/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	1129679812	2110113	45.2	30.39	7185	Me	Both	9.64505	138.82083	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300022690	3300022690	*Microbiome	Permanent Draft	Ocean	"Deep seafloor sediment microbial communities from Yap Trench, western Pacific Ocean"	"Marine sediment microbial community from Yap Trench, western Pacific Ocean - JL-Dive109-S09"	"Third Institute of Oceanography, State Oceanic Administration"	1/24/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	1386018186	2584048	37.85	27.29	7356	Me	Both	9.898601	138.3861	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300022693	3300022693	*Microbiome	Permanent Draft	Ocean	"Deep seafloor sediment microbial communities from Yap Trench, western Pacific Ocean"	"Marine sediment microbial community from Yap Trench, western Pacific Ocean - JL-Dive112-S06"	"Third Institute of Oceanography, State Oceanic Administration"	1/24/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	955093857	1674238	44.8	26.86	8906	Me	Both	9.866	138.493	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300022707	3300022707	*Microbiome	Permanent Draft	Ocean	"Deep seafloor sediment microbial communities from Yap Trench, western Pacific Ocean"	"Marine sediment microbial community from Yap Trench, western Pacific Ocean - JL-Dive113-S04"	"Third Institute of Oceanography, State Oceanic Administration"	1/25/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	1627465711	2902679	41.02	25.69	7397	Me	Both	9.865	138.656	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300023284	3300023284	*Microbiome	Permanent Draft	Ocean	Microbial communities of deep seafloor calcareous sediment with volcaniclastic crumbs from southwestern Indian Ocean	Marine sediment microbial communities from southwestern Indian Ocean - DY125-40IV-SWIR-S004-TVG04	"Third Institute of Oceanography, State Oceanic Administration"	2/20/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	1712165015	3420997	44.89	25.31	8725	Me	Both	-37.78333	49.71667	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300023185	3300023185	*Microbiome	Permanent Draft	Ocean	Microbial communities of deep seafloor calcareous sediment with volcaniclastic crumbs from southwestern Indian Ocean	Marine sediment microbial communities from southwestern Indian Ocean - DY125-40IV-SWIR-S006-TVG06	"Third Institute of Oceanography, State Oceanic Administration"	2/17/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	71586442	115919	42.67	20.59	4549	Me	Both	-37.83333	49.8	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300023220	3300023220	*Microbiome	Permanent Draft	Ocean	Microbial communities of deep seafloor calcareous sediment with volcaniclastic crumbs from southwestern Indian Ocean	Marine sediment microbial communities from southwestern Indian Ocean - DY125-40IV-SWIR-S016-TVG09	"Third Institute of Oceanography, State Oceanic Administration"	2/18/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	1993010502	3327739	41.04	16.18	11403	Me	Both	-35.9	52.93333	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300023219	3300023219	*Microbiome	Permanent Draft	Ocean	Microbial communities of deep seafloor calcareous sediment with volcaniclastic crumbs from southwestern Indian Ocean	Marine sediment microbial communities from southwestern Indian Ocean - DY125-40IV-SWIR-S017-TVG10	"Third Institute of Oceanography, State Oceanic Administration"	2/18/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	1758559544	2898095	41.75	13.9	10817	Me	Both	-35.93333	52.98333	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300023223	3300023223	*Microbiome	Permanent Draft	Ocean	Microbial communities of deep seafloor calcareous sediment with volcaniclastic crumbs from southwestern Indian Ocean	Marine sediment microbial communities from southwestern Indian Ocean - DY125-40IV-SWIR-S018-TVG11	"Third Institute of Oceanography, State Oceanic Administration"	2/19/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	1673040699	3369965	41.7	27.38	8835	Me	Both	-35.96667	52.98333	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300023222	3300023222	*Microbiome	Permanent Draft	Ocean	Microbial communities of deep seafloor calcareous sediment with volcaniclastic crumbs from southwestern Indian Ocean	Marine sediment microbial communities from southwestern Indian Ocean - DY125-40IV-SWIR-S027-TVG16	"Third Institute of Oceanography, State Oceanic Administration"	2/19/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	1976364380	3757391	41.1	21.85	10639	Me	Both	-38.78333	47.51667	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X3300023443	3300023443	*Microbiome	Permanent Draft	Ocean	Microbial communities of deep seafloor calcareous sediment with volcaniclastic crumbs from southwestern Indian Ocean	Marine sediment microbial communities from southwestern Indian Ocean - DY125-40IV-SWIR-S028-TVG17	"Third Institute of Oceanography, State Oceanic Administration"	2/27/18	idba v. 1.1.1	No	3/3/21	Illumina HiSeq X Ten	2186052575	3738583	41.92	18.24	12135	Me	Both	-38.75	47.41667	limeng848@gmail.com	MENG LI			Unrestricted - not sequenced at JGI
X2119805005	2119805005	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communiites from Tahi Moana, Eastern Lau Basin, Pacific Ocean"	"Hydrothermal vent microbial communiites from Tahi Moana, Eastern Lau Basin, Pacific Ocean"	Oak Ridge National Laboratory	6/14/14	CLC Bio package	No	11/1/19		53343836	136388	37.78	38.68	3448	H2	Both	-22	-176	podarm@ornl.gov	Mircea Podar			Unrestricted - not sequenced at JGI
X3300045988	3300045988	*Microbiome	Permanent Draft	Human gut	"Metagenomic compendium of 189,680 DNA viruses from the human gut microbiome"	Combined Assembly of pooled viral contigs from multiple samples	"University of Glasgow, Broad Institute"	6/30/21	MEGAHIT&MetaSPAdes v. N/A1	No	6/30/21		8803222510	12458808	43.22	4.97	2241	H2	Both			nckyrpides@lbl.gov	Nikos Kyrpides			Unrestricted - not sequenced at JGI
X3300006409	3300006409	*Microbiome	Permanent Draft	Ocean	Viruses inhabiting crustal fluids of the Juan de Fuca Ridge Flank	"Viral communities from the deep bioline of CORK borehole observatory U136A, on the Juan de Fuca Ridge Flank, Pacific Ocean - passive in situ filtration, Fraction 20"	University of Hawaii	11/1/15	Unknown	No	3/3/20	Illumina MiSeq	16894439	51379	40.35379	7.66	1089	Me	Both	47.750184	-127.740187	onigro@hawaii.edu	Olivia Nigro			Unrestricted - not sequenced at JGI
X3300003178	3300003178	*Microbiome	Permanent Draft	Hydrothermal vent	"Black smoker hydrothermal chimney microbial communities from Manus Basin, Bismarck Sea"	373C	Max Planck Institute for Marine Microbiology	8/6/14	IDBA_UD	No	5/4/18	Illumina MiSeq	96159472	183758	46.91	43.11	4176	H2	Both	-3.721194	151.674553	"ppjevac@mpi-bremen.de, pjevac@microbial-ecology.net"	Petra Pjevac			Unrestricted - not sequenced at JGI
X3300003177	3300003177	*Microbiome	Permanent Draft	Hydrothermal vent	"Black smoker hydrothermal chimney microbial communities from Manus Basin, Bismarck Sea"	373B	Max Planck Institute for Marine Microbiology	8/6/14		No	5/4/18	Illumina MiSeq	97844771	138783	35.97	35.21	4286	H2	Both	-3.565	149.989	"ppjevac@mpi-bremen.de, pjevac@microbial-ecology.net"	Petra Pjevac			Unrestricted - not sequenced at JGI
X3300005754	3300005754	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS841"	Marine Biological Laboratory	9/2/15	assembly with Ray 2.3.1	No	11/1/19		72829646	438836	60.7515	34.83	5159	H2	Both	18.375023	-81.797603	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300005753	3300005753	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - mega-assembly"	Marine Biological Laboratory	9/2/15	CLC Genomics	No	11/1/19	Illumina HiSeq	589999552	770870	43.25441	43.82	5647	H2	Both	18.375	-81.797	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
X3300009465	3300009465	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS842 no min length"	Marine Biological Laboratory	6/9/16	Ray 2.3.1	No	11/1/19	Illumina MiSeq	152766066	614373	51.55275	36.61	6776	H2	Both	18.375164	-81.797067	"randerson@mbl.edu, randerson@carleton.edu"	Rika Anderson			Unrestricted - not sequenced at JGI
