"","Plot","Easting","Northing","Site","Hyphae","Vesicles","Arbuscules","AM","DSE","NM","Colonization","AM_Present","DS_Present","Olpidium","Species","Family","Class","Type","Group","Stems_2008","Stems_2015","Stem_Change","Density","Rich_2015","PCo1","PCo2","Elevation","Snowpack","Moisture","Sand","MBC","DOC7","TDN7","TDP","TDIP","pH","Spores","AG","BG","BXYL","CBH","LAP","NAG","PHOS","BG.NAG","NAG.PHOS","Glomeromycota","Pleosporales","Microascales","Xylariales","Pezizales","Dothideales","Leotiales","Chaetothyriales","Eurotiales","Onygenales","Saccharomycetales","Taphrinales","Ambispora","Archaeospora","Acaulospora","Diversispora","Entrophospora","Gigaspora","Scutellospora","Glomus","Paraglomus","Herpotrichia","Leptosphaeria","Pleospora","Xylaria","Dothidea","Cudonia","Sclerotinia","Spathularia","Capronia","Elaphomyces","Debaryomyces","Taphrina","Alternaria","Aspergillus","Phialocephala","Phialophora","Shannon","DOC15","TDN15","Mean.Snow","Trend.Snow","CV.Snow","Julian","AMlogit","DSElogit","DensityLog","TDPlog","TDNlog","DSE_Curve"
"89",98,446442,4434291,"D",27,18,0,27,1,68,32,1,1,1,"ANTMED","Asteraceae","Forb","Forb","Forb",92,271,179,86,21,0.370212037,0.266283689,3811.2,196.654,3.09,64,150.956,79.60615002,8.577386068,3.51,5.71,5.29,106,4.232175045,92.98288635,15.25417344,28.35614631,0.47100811,20.89427337,195.5823144,4.450161281,0.106831098,0.033755896,0.065742925,0.000884434,7.37e-05,0.001252948,0.000737028,0.000737028,0.037883255,0.002800708,0.002727005,0.000737028,0.001474057,0,0,0,0.001989976,0,0.002137382,0,0,0.000368514,0,0.000442217,0,7.37e-05,0.000294811,0,0.000884434,0,0.008402123,0,0,0.000147406,0,0,0,0,2.05,16.57,1.21,154.2,-6.94,0.67,229,-0.937033257939334,-3.33168677783125,4.45434729625351,1.25561603747777,0.19062035960865,4.11920594401534
"90",98,446442,4434291,"D",3,0,0,3,1,96,4,1,1,0,"CARHET","Cyperaceae","Graminoid","Sedge","Sedge",92,271,179,86,21,0.370212037,0.266283689,3811.2,196.654,3.09,64,150.956,79.60615002,8.577386068,3.51,5.71,5.29,106,4.232175045,92.98288635,15.25417344,28.35614631,0.47100811,20.89427337,195.5823144,4.450161281,0.106831098,0.033755896,0.065742925,0.000884434,7.37e-05,0.001252948,0.000737028,0.000737028,0.037883255,0.002800708,0.002727005,0.000737028,0.001474057,0,0,0,0.001989976,0,0.002137382,0,0,0.000368514,0,0.000442217,0,7.37e-05,0.000294811,0,0.000884434,0,0.008402123,0,0,0.000147406,0,0,0,0,2.05,16.57,1.21,154.2,-6.94,0.67,229,-2.87308931674742,-3.33168677783125,4.45434729625351,1.25561603747777,0.19062035960865,4.11920594401534
"91",98,446442,4434291,"D",0,0,0,0,2,98,2,0,1,0,"GEUROS","Rosaceae","Forb","Forb","Forb",92,271,179,86,21,0.370212037,0.266283689,3811.2,196.654,3.09,64,150.956,79.60615002,8.577386068,3.51,5.71,5.29,106,4.232175045,92.98288635,15.25417344,28.35614631,0.47100811,20.89427337,195.5823144,4.450161281,0.106831098,0.033755896,0.065742925,0.000884434,7.37e-05,0.001252948,0.000737028,0.000737028,0.037883255,0.002800708,0.002727005,0.000737028,0.001474057,0,0,0,0.001989976,0,0.002137382,0,0,0.000368514,0,0.000442217,0,7.37e-05,0.000294811,0,0.000884434,0,0.008402123,0,0,0.000147406,0,0,0,0,2.05,16.57,1.21,154.2,-6.94,0.67,229,-3.66356164612965,-3.07856827913314,4.45434729625351,1.25561603747777,0.19062035960865,4.11920594401534
"55",66,445276,4433729,"A",0,0,0,0,0,100,0,0,0,0,"CARRUP","Cyperaceae","Graminoid","Sedge","Sedge",72,256,184,82,20,0.35674076,0.237820526,3812.3,72.4137,12.36,63,179.411,92.88461956,13.18288831,8.39,20.73,4.42,13,2.705055176,88.69460562,27.43093281,23.56857924,1.05480371,13.62185349,155.6934928,6.511199499,0.087491476,0.027686248,0.072567511,0,0.000378745,0.000454494,0.00109836,0.000151498,0.115782297,0.005908419,0.000378745,0.001325607,0.00075749,0,0,0.000454494,0.000492368,0,0,0,7.57e-05,0,0,0.000151498,0,0,0,7.57e-05,0,0,0.008332386,0,0,0.000265121,3.79e-05,0,0,0,1.92,12.26,1.05,78.57,-0.77,0.55,235,-3.66356164612965,-3.66356164612965,4.40671924726425,2.12704052047911,0.048790164169432,4.14077799441944
"56",66,445276,4433729,"A",5,7,0,7,32,61,39,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",72,256,184,82,20,0.35674076,0.237820526,3812.3,72.4137,12.36,63,179.411,92.88461956,13.18288831,8.39,20.73,4.42,13,2.705055176,88.69460562,27.43093281,23.56857924,1.05480371,13.62185349,155.6934928,6.511199499,0.087491476,0.027686248,0.072567511,0,0.000378745,0.000454494,0.00109836,0.000151498,0.115782297,0.005908419,0.000378745,0.001325607,0.00075749,0,0,0.000454494,0.000492368,0,0,0,7.57e-05,0,0,0.000151498,0,0,0,7.57e-05,0,0,0.008332386,0,0,0.000265121,3.79e-05,0,0,0,1.92,12.26,1.05,78.57,-0.77,0.55,235,-2.29545591555475,-0.71271138620631,4.40671924726425,2.12704052047911,0.048790164169432,4.14077799441944
"57",66,445276,4433729,"A",0,3,0,3,4,93,7,1,1,0,"GEUROS","Rosaceae","Forb","Forb","Forb",72,256,184,82,20,0.35674076,0.237820526,3812.3,72.4137,12.36,63,179.411,92.88461956,13.18288831,8.39,20.73,4.42,13,2.705055176,88.69460562,27.43093281,23.56857924,1.05480371,13.62185349,155.6934928,6.511199499,0.087491476,0.027686248,0.072567511,0,0.000378745,0.000454494,0.00109836,0.000151498,0.115782297,0.005908419,0.000378745,0.001325607,0.00075749,0,0,0.000454494,0.000492368,0,0,0,7.57e-05,0,0,0.000151498,0,0,0,7.57e-05,0,0,0.008332386,0,0,0.000265121,3.79e-05,0,0,0,1.92,12.26,1.05,78.57,-0.77,0.55,235,-2.87308931674742,-2.69954855584689,4.40671924726425,2.12704052047911,0.048790164169432,4.14077799441944
"43",57,445355,4433813,"A",36,5,18,36,2,63,37,1,1,0,"BESALP","Scrophulariaceae","Forb","Forb","Forb",10,85,75,27,14,0.105629382,-0.167322965,3813.3,65,0,86,89.831,32.68889874,4.361405878,1.72,6.06,4.58,19,2.57720653,91.62100197,14.82446204,25.05472173,1.170093879,14.69428871,148.4678217,6.23514372,0.098972885,0.010529019,0.086914341,0.000485077,0.000199737,0.000599212,2.85e-05,0.002482452,0.066740855,0.000570679,0.007418821,0.001854705,0.000114136,0,0,0.00014267,0.001826171,0,0,0,0,0,0,0.000856018,0,0,0,0,0,0,0.009986874,0,0,0,2.85e-05,0,0,0,1.84,10.64,1.65,117.39,-1.65,0.5,230,-0.545108574089606,-3.07856827913314,3.29583686600433,0.542324290825362,0.500775287912489,4.16106907808264
"44",57,445355,4433813,"A",3,3,0,3,3,94,6,1,1,0,"ELYSCR","Poaceae","Graminoid","Grass","Grass",10,85,75,27,14,0.105629382,-0.167322965,3813.3,65,0,86,89.831,32.68889874,4.361405878,1.72,6.06,4.58,19,2.57720653,91.62100197,14.82446204,25.05472173,1.170093879,14.69428871,148.4678217,6.23514372,0.098972885,0.010529019,0.086914341,0.000485077,0.000199737,0.000599212,2.85e-05,0.002482452,0.066740855,0.000570679,0.007418821,0.001854705,0.000114136,0,0,0.00014267,0.001826171,0,0,0,0,0,0,0.000856018,0,0,0,0,0,0,0.009986874,0,0,0,2.85e-05,0,0,0,1.84,10.64,1.65,117.39,-1.65,0.5,230,-2.87308931674742,-2.87308931674742,3.29583686600433,0.542324290825362,0.500775287912489,4.16106907808264
"45",57,445355,4433813,"A",0,0,0,0,4,96,4,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",10,85,75,27,14,0.105629382,-0.167322965,3813.3,65,0,86,89.831,32.68889874,4.361405878,1.72,6.06,4.58,19,2.57720653,91.62100197,14.82446204,25.05472173,1.170093879,14.69428871,148.4678217,6.23514372,0.098972885,0.010529019,0.086914341,0.000485077,0.000199737,0.000599212,2.85e-05,0.002482452,0.066740855,0.000570679,0.007418821,0.001854705,0.000114136,0,0,0.00014267,0.001826171,0,0,0,0,0,0,0.000856018,0,0,0,0,0,0,0.009986874,0,0,0,2.85e-05,0,0,0,1.84,10.64,1.65,117.39,-1.65,0.5,230,-3.66356164612965,-2.69954855584689,3.29583686600433,0.542324290825362,0.500775287912489,4.16106907808264
"40",56,445411,4433835,"A",0,0,0,0,1,99,1,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",114,251,137,80,17,0.354223073,0.254770339,3814.3,65,3.09,86,141.682,74.21989459,12.82849904,6.7,8.72,5.04,34,65.36656107,689.4358785,NA,512.4626082,5.536643826,NA,796.5791798,NA,NA,0.142421935,0.056359482,0.000761615,0.000253872,0.004315816,0,0,0.025387154,0.001269358,0.011678091,0.007362275,0.001015486,0.008631632,0,0.026910383,0,0,0,0,0.102310231,0,0,0,0,0,0,0,0,0.004315816,0.000761615,0,0,0,0,0,0.000507743,0,1.84,39.92,5.56,162.31,-3.88,0.71,230,-3.66356164612965,-3.33168677783125,4.38202663467388,1.90210752639692,1.71559810826249,4.18200790341328
"41",56,445411,4433835,"A",0.5,0.5,0,0.5,34,66,34,1,1,0,"GEUROS","Rosaceae","Forb","Forb","Forb",114,251,137,80,17,0.354223073,0.254770339,3814.3,65,3.09,86,141.682,74.21989459,12.82849904,6.7,8.72,5.04,34,65.36656107,689.4358785,NA,512.4626082,5.536643826,NA,796.5791798,NA,NA,0.142421935,0.056359482,0.000761615,0.000253872,0.004315816,0,0,0.025387154,0.001269358,0.011678091,0.007362275,0.001015486,0.008631632,0,0.026910383,0,0,0,0,0.102310231,0,0,0,0,0,0,0,0,0.004315816,0.000761615,0,0,0,0,0,0.000507743,0,1.84,39.92,5.56,162.31,-3.88,0.71,230,-3.48472463825738,-0.627842082152178,4.38202663467388,1.90210752639692,1.71559810826249,4.18200790341328
"54",62,445168,4433602,"A",0,0,0,0,5,95,5,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",12,79,67,25,4,0.099574941,-0.193166194,3818.5,278.769,12.36,87,246.138,113.3765947,18.4603743,23.75,34.89,4.6,11,19.49848078,424.3552084,29.97006998,39.25132288,1.657834649,24.30376757,270.0482101,17.46047016,0.089997884,0.001636857,0.007266049,0,0,0.007705206,0,0,0.063877355,0.014252635,0,0.004231875,0.00023954,0,0,0,0,0,0.000159693,0,0,0,0,0,0,0,0,0,0,0,0.00059885,0,0,3.99e-05,0,0,0,0,1.27,23.39,2.36,227.41,-6.07,0.47,238,-3.66356164612965,-2.54890623262096,3.2188758248682,3.16758253048065,0.858661619037519,4.27702430880118
"46",59,445250,4433767,"A",1,1,0,1,0,99,1,1,0,0,"ELYSCR","Poaceae","Graminoid","Grass","Grass",21,154,133,49,8,0.289430104,0.018290362,3826.1,68.3429,3.09,87,19.181,35.25107296,4.836686726,3.1,6.28,4.06,10,1.264192867,45.95174284,3.984089395,15.86331963,0.974026528,6.676146072,138.4194388,6.88297445,0.048231275,0.038696249,0.08850939,0.000141918,0.000141918,0.00023653,0,0.000189224,0.04716401,0.000662283,0,0.003547945,4.73e-05,0,0,0.003406027,0.000189224,0,0,0,9.46e-05,0.000804201,0,0.004777899,0,0,0,0,0,0,0.004494063,0,0,0,0,0,0,0,1.32,5.4,0.82,69.11,-0.57,0.65,235,-3.33168677783125,-3.66356164612965,3.89182029811063,1.1314021114911,-0.198450938723838,4.47800349298591
"47",59,445250,4433767,"A",2,0,0,2,5,93,7,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",21,154,133,49,8,0.289430104,0.018290362,3826.1,68.3429,3.09,87,19.181,35.25107296,4.836686726,3.1,6.28,4.06,10,1.264192867,45.95174284,3.984089395,15.86331963,0.974026528,6.676146072,138.4194388,6.88297445,0.048231275,0.038696249,0.08850939,0.000141918,0.000141918,0.00023653,0,0.000189224,0.04716401,0.000662283,0,0.003547945,4.73e-05,0,0,0.003406027,0.000189224,0,0,0,9.46e-05,0.000804201,0,0.004777899,0,0,0,0,0,0,0.004494063,0,0,0,0,0,0,0,1.32,5.4,0.82,69.11,-0.57,0.65,235,-3.07856827913314,-2.54890623262096,3.89182029811063,1.1314021114911,-0.198450938723838,4.47800349298591
"48",59,445250,4433767,"A",0.5,0,0,0.5,6,94,6,1,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",21,154,133,49,8,0.289430104,0.018290362,3826.1,68.3429,3.09,87,19.181,35.25107296,4.836686726,3.1,6.28,4.06,10,1.264192867,45.95174284,3.984089395,15.86331963,0.974026528,6.676146072,138.4194388,6.88297445,0.048231275,0.038696249,0.08850939,0.000141918,0.000141918,0.00023653,0,0.000189224,0.04716401,0.000662283,0,0.003547945,4.73e-05,0,0,0.003406027,0.000189224,0,0,0,9.46e-05,0.000804201,0,0.004777899,0,0,0,0,0,0,0.004494063,0,0,0,0,0,0,0,1.32,5.4,0.82,69.11,-0.57,0.65,235,-3.48472463825738,-2.41547814335624,3.89182029811063,1.1314021114911,-0.198450938723838,4.47800349298591
"32",48,445376,4433854,"A",0.5,0,0,0.5,0,99.5,0.5,1,0,0,"CERARV","Caryophyllaceae","Forb","Forb","Forb",25,86,61,27,10,0.070193695,-0.154862787,3828.9,65,16.28,66,41.156,62.19935996,8.727088425,3.13,5.13,4.71,5,7.714157365,NA,29.8220364,188.1861301,2.381148134,68.96082852,340.3775652,NA,0.202600981,0.030879044,0.098688804,0.00069827,7.76e-05,0.001474125,0,0.000465513,0.012801614,0.000310342,0,0.194972457,0.001862053,0,0,0.001318954,0,0,0,0,0.014586081,0,0,0.000387928,0,0,0,0,0,0,0.001163783,0,0,0,0,0,0,0,1.73,14.06,1.87,115.78,-0.42,0.5,230,-3.48472463825738,-3.66356164612965,3.29583686600433,1.14103300455206,0.625938430866495,4.56147957424918
"33",48,445376,4433854,"A",0.5,0,0,0.5,0,99.5,0.5,1,0,1,"CIRSCO","Asteraceae","Forb","Forb","Forb",25,86,61,27,10,0.070193695,-0.154862787,3828.9,65,16.28,66,41.156,62.19935996,8.727088425,3.13,5.13,4.71,5,7.714157365,NA,29.8220364,188.1861301,2.381148134,68.96082852,340.3775652,NA,0.202600981,0.030879044,0.098688804,0.00069827,7.76e-05,0.001474125,0,0.000465513,0.012801614,0.000310342,0,0.194972457,0.001862053,0,0,0.001318954,0,0,0,0,0.014586081,0,0,0.000387928,0,0,0,0,0,0,0.001163783,0,0,0,0,0,0,0,1.73,14.06,1.87,115.78,-0.42,0.5,230,-3.48472463825738,-3.66356164612965,3.29583686600433,1.14103300455206,0.625938430866495,4.56147957424918
"34",48,445376,4433854,"A",8,2,0,8,0,92,8,1,0,0,"DESCES","Poaceae","Graminoid","Grass","Grass",25,86,61,27,10,0.070193695,-0.154862787,3828.9,65,16.28,66,41.156,62.19935996,8.727088425,3.13,5.13,4.71,5,7.714157365,NA,29.8220364,188.1861301,2.381148134,68.96082852,340.3775652,NA,0.202600981,0.030879044,0.098688804,0.00069827,7.76e-05,0.001474125,0,0.000465513,0.012801614,0.000310342,0,0.194972457,0.001862053,0,0,0.001318954,0,0,0,0,0.014586081,0,0,0.000387928,0,0,0,0,0,0,0.001163783,0,0,0,0,0,0,0,1.73,14.06,1.87,115.78,-0.42,0.5,230,-2.18616251763036,-3.66356164612965,3.29583686600433,1.14103300455206,0.625938430866495,4.56147957424918
"49",60,445217,4433739,"A",0,0,3,3,2,95,5,0,1,0,"ELYSCR","Poaceae","Graminoid","Grass","Grass",29,53,24,17,5,-0.04251445,-0.186360184,3831.8,56.2458,1.01,79,29.918,29.06927177,4.033276631,5.09,9.41,3.98,21,1.308011203,40.4331499,4.631500812,6.578493155,0.785135005,6.684602059,128.779734,6.048699615,0.051907252,0.180809094,0.10330993,0,0.000668673,0.000501505,0.00036777,0,0.02106319,0.000969575,0,0.00929455,0.000267469,0,0,0.010330993,0.003811434,0,0,0,0,0.001337345,0,0,0,0,0,0,3.34e-05,0,0.00073554,0,0,0,0,0,0,0,1.35,4.53,0.76,81.28,-0.26,0.73,235,-2.87308931674742,-3.07856827913314,2.83321334405622,1.62727783056243,-0.27443684570176,4.65329052900516
"50",60,445217,4433739,"A",0,0,0,0,1,99,1,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",29,53,24,17,5,-0.04251445,-0.186360184,3831.8,56.2458,1.01,79,29.918,29.06927177,4.033276631,5.09,9.41,3.98,21,1.308011203,40.4331499,4.631500812,6.578493155,0.785135005,6.684602059,128.779734,6.048699615,0.051907252,0.180809094,0.10330993,0,0.000668673,0.000501505,0.00036777,0,0.02106319,0.000969575,0,0.00929455,0.000267469,0,0,0.010330993,0.003811434,0,0,0,0,0.001337345,0,0,0,0,0,0,3.34e-05,0,0.00073554,0,0,0,0,0,0,0,1.35,4.53,0.76,81.28,-0.26,0.73,235,-3.66356164612965,-3.33168677783125,2.83321334405622,1.62727783056243,-0.27443684570176,4.65329052900516
"51",60,445217,4433739,"A",0,2,0,2,15,83,17,1,1,1,"TRISPI","Poaceae","Graminoid","Grass","Grass",29,53,24,17,5,-0.04251445,-0.186360184,3831.8,56.2458,1.01,79,29.918,29.06927177,4.033276631,5.09,9.41,3.98,21,1.308011203,40.4331499,4.631500812,6.578493155,0.785135005,6.684602059,128.779734,6.048699615,0.051907252,0.180809094,0.10330993,0,0.000668673,0.000501505,0.00036777,0,0.02106319,0.000969575,0,0.00929455,0.000267469,0,0,0.010330993,0.003811434,0,0,0,0,0.001337345,0,0,0,0,0,0,3.34e-05,0,0.00073554,0,0,0,0,0,0,0,1.35,4.53,0.76,81.28,-0.26,0.73,235,-3.07856827913314,-1.60344987058948,2.83321334405622,1.62727783056243,-0.27443684570176,4.65329052900516
"159",139,445141,4433634,"D",0,0,0,0,3,97,3,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",38,210,172,67,9,0.330193377,0.114691637,3832.4,209.584,4.17,76,100.767,62.39604968,7.272298592,6.9,7.45,4.39,27,0.855730135,16.03959259,1.709905039,2.491927443,0.172816321,4.237447362,31.38515756,3.785201613,0.135014373,0.003537398,0.10835272,3.19e-05,0.000350553,0.003091239,0.000127474,9.56e-05,0.071544664,0.007839638,0.000127474,0.000127474,0.000892317,0,0,3.19e-05,0.002581344,0,0.000191211,3.19e-05,0,0,0,3.19e-05,0,0.000350553,0,0,0,0,0.006660505,0,0,0.000637369,0.000286816,0,0,3.19e-05,1.44,12.33,1.58,180.24,-2.23,0.45,237,-3.66356164612965,-2.87308931674742,4.20469261939097,1.93152141160321,0.457424847038875,4.67296602770428
"160",139,445141,4433634,"D",0,7,0,7,2,91,9,1,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",38,210,172,67,9,0.330193377,0.114691637,3832.4,209.584,4.17,76,100.767,62.39604968,7.272298592,6.9,7.45,4.39,27,0.855730135,16.03959259,1.709905039,2.491927443,0.172816321,4.237447362,31.38515756,3.785201613,0.135014373,0.000724616,0.110473718,0,9.06e-05,0.000966154,0.00169077,0.005615772,0.014915009,0.000150962,0.000483077,0.000211346,0.00519308,0,0,3.19e-05,0.002581344,0,0.000191211,3.19e-05,0,0,0,3.19e-05,0,0.000350553,0,0,0,0,0.006660505,0,0,0.000637369,0.000286816,0,0,3.19e-05,1.44,12.33,1.58,180.24,-2.23,0.45,237,-2.29545591555475,-3.07856827913314,4.20469261939097,1.93152141160321,0.457424847038875,4.67296602770428
"177",157,445150,4433664,"M",10,0,0,10,0,90,10,1,0,0,"CARPYR","Cyperaceae","Graminoid","Sedge","Sedge",22,84,62,27,5,0.059022463,-0.196242822,3834.4,144.609,0,71,57.481,42.03167598,5.591207664,4.28,6.66,4.67,6,2.747199012,64.73991008,6.367259586,13.76309436,0.131297338,11.65237168,175.9727865,5.555942761,0.066216896,0.000589424,0.034523409,0,8.42e-05,0.007915123,0,0.000168407,0.019198383,0.008420344,0,0.000842034,0.000421017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84e-05,0,7.84e-05,0,0,0,0,0,0.000235313,0,1.28,8.55,2.97,340.34,-10.03,0.42,235,-1.99243016469021,-3.66356164612965,3.29583686600433,1.45395300959371,1.08856195281461,4.74023515170387
"52",61,445168,4433684,"A",0,0,0,0,3,97,3,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",27,172,145,55,8,0.3086304,0.036783808,3835.1,102.523,2.04,52,120.514,47.35268915,8.52761773,7.05,8.55,4.19,75,3.228093812,66.37309248,14.86881772,16.89313927,0.827161763,18.32074748,196.8508097,3.622837581,0.093069201,0.058913863,0.035925357,0,4.65e-05,0.001256457,0,0.000325748,0.047466145,0.004467402,0,0.006328819,4.65e-05,0,0,0.003257481,0.003536693,0,0,0,0,0,0,0,0,0,0,0,4.65e-05,0,0.001582205,0,0,0,0,0,0,0,1.47,11.38,1.03,120.19,0.61,0.59,235,-3.66356164612965,-2.87308931674742,4.00733318523247,1.95302761682418,0.0295588022415444,4.76439146097867
"53",61,445168,4433684,"A",0,0,0,0,1,99,1,0,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",27,172,145,55,8,0.3086304,0.036783808,3835.1,102.523,2.04,52,120.514,47.35268915,8.52761773,7.05,8.55,4.19,75,3.228093812,66.37309248,14.86881772,16.89313927,0.827161763,18.32074748,196.8508097,3.622837581,0.093069201,0.058913863,0.035925357,0,4.65e-05,0.001256457,0,0.000325748,0.047466145,0.004467402,0,0.006328819,4.65e-05,0,0,0.003257481,0.003536693,0,0,0,0,0,0,0,0,0,0,0,4.65e-05,0,0.001582205,0,0,0,0,0,0,0,1.47,11.38,1.03,120.19,0.61,0.59,235,-3.66356164612965,-3.33168677783125,4.00733318523247,1.95302761682418,0.0295588022415444,4.76439146097867
"155",137,445126,4433621,"D",45,4,0,45,0,52,48,1,0,0,"ANTMED","Asteraceae","Forb","Forb","Forb",24,90,66,29,9,0.137418457,-0.165748973,3842.5,248.508,7.53,60,172.278,23.24358137,3.625272488,2.43,3.46,4.27,2,0.301975035,7.632628956,0.511099188,1.078574531,0.084385174,1.777328402,30.65648269,4.29443931,0.057975614,0.016507704,0.076791392,0,0,0.000366838,6.11e-05,6.11e-05,0.02732942,0.000427978,0,0,0.000244559,6.11e-05,0,0,0,0,0.01540719,0.000672536,0,0,0,0.000672536,0,0,0,0,0.000183419,0,0.000122279,0,0,0.000244559,0.000305698,0,0,0,1.48,15.6,1.98,194.47,-2.61,0.45,231,-0.190574698550675,-3.66356164612965,3.36729582998647,0.887891257352457,0.683096844706444,5.03917097678085
"156",137,445126,4433621,"D",0,0.5,0,0.5,9,91,9,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",24,90,66,29,9,0.137418457,-0.165748973,3842.5,248.508,7.53,60,172.278,23.24358137,3.625272488,2.43,3.46,4.27,2,0.301975035,7.632628956,0.511099188,1.078574531,0.084385174,1.777328402,30.65648269,4.29443931,0.057975614,0.016507704,0.076791392,0,0,0.000366838,6.11e-05,6.11e-05,0.02732942,0.000427978,0,0,0.000244559,6.11e-05,0,0,0,0,0.01540719,0.000672536,0,0,0,0.000672536,0,0,0,0,0.000183419,0,0.000122279,0,0,0.000244559,0.000305698,0,0,0,1.48,15.6,1.98,194.47,-2.61,0.45,235,-3.48472463825738,-2.08564398614808,3.36729582998647,0.887891257352457,0.683096844706444,5.03917097678085
"157",137,445126,4433621,"D",2,0,0,2,1,97,3,1,1,0,"POASPP","Poaceae","Graminoid","Grass","Grass",24,90,66,29,9,0.137418457,-0.165748973,3842.5,248.508,7.53,60,172.278,23.24358137,3.625272488,2.43,3.46,4.27,2,0.301975035,7.632628956,0.511099188,1.078574531,0.084385174,1.777328402,30.65648269,4.29443931,0.057975614,0.016507704,0.076791392,0,0,0.000366838,6.11e-05,6.11e-05,0.02732942,0.000427978,0,0,0.000244559,6.11e-05,0,0,0,0,0.01540719,0.000672536,0,0,0,0.000672536,0,0,0,0,0.000183419,0,0.000122279,0,0,0.000244559,0.000305698,0,0,0,1.48,15.6,1.98,194.47,-2.61,0.45,235,-3.07856827913314,-3.33168677783125,3.36729582998647,0.887891257352457,0.683096844706444,5.03917097678085
"158",137,445126,4433621,"D",3,14,0,14,10,78,22,1,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",24,90,66,29,9,0.137418457,-0.165748973,3842.5,248.508,7.53,60,172.278,23.24358137,3.625272488,2.43,3.46,4.27,2,0.301975035,7.632628956,0.511099188,1.078574531,0.084385174,1.777328402,30.65648269,4.29443931,0.057975614,0.016507704,0.076791392,0,0,0.000366838,6.11e-05,6.11e-05,0.02732942,0.000427978,0,0,0.000244559,6.11e-05,0,0,0,0,0.01540719,0.000672536,0,0,0,0.000672536,0,0,0,0,0.000183419,0,0.000122279,0,0,0.000244559,0.000305698,0,0,0,1.48,15.6,1.98,194.47,-2.61,0.45,235,-1.67318498121536,-1.99243016469021,3.36729582998647,0.887891257352457,0.683096844706444,5.03917097678085
"161",141,445130,4433616,"D",0,0,0,0,0,100,0,0,0,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",54,88,34,28,9,0.090663343,-0.201071528,3842.5,257.053,1.01,82,296.439,21.84890489,5.282584471,7.42,9.45,3.98,50,0.409761555,10.13594245,9.132699272,2.061552571,0.058619729,1.331526605,25.03373036,7.612271818,0.0531893,0.010085368,0.080087354,0.000238237,0,7.94e-05,0.000119119,0.000476474,0.028032559,0.001310304,0,0.000476474,0.001270598,0,0,0,3.97e-05,0,0,0.000158825,0.001111773,3.97e-05,0,0.00051618,0,0,0,0,0.000635299,0,0.010283899,0,0,0.000992654,7.94e-05,0,0,3.97e-05,1.56,9.89,1.31,201.54,-3.43,0.45,235,-3.66356164612965,-3.66356164612965,3.3322045101752,2.00417905717929,0.27002713721306,5.03917097678085
"162",141,445130,4433616,"D",1,0,0,1,1,98,2,1,1,0,"POASPP","Poaceae","Graminoid","Grass","Grass",54,88,34,28,9,0.090663343,-0.201071528,3842.5,257.053,1.01,82,296.439,21.84890489,5.282584471,7.42,9.45,3.98,50,0.409761555,10.13594245,9.132699272,2.061552571,0.058619729,1.331526605,25.03373036,7.612271818,0.0531893,0.010085368,0.080087354,0.000238237,0,7.94e-05,0.000119119,0.000476474,0.028032559,0.001310304,0,0.000476474,0.001270598,0,0,0,3.97e-05,0,0,0.000158825,0.001111773,3.97e-05,0,0.00051618,0,0,0,0,0.000635299,0,0.010283899,0,0,0.000992654,7.94e-05,0,0,3.97e-05,1.56,9.89,1.31,201.54,-3.43,0.45,235,-3.33168677783125,-3.33168677783125,3.3322045101752,2.00417905717929,0.27002713721306,5.03917097678085
"152",135,445126,4433628,"D",0,0,0,0,3,97,3,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",41,115,74,37,12,0.213447068,-0.106751115,3844,234.996,2.04,86,142.056,31.54115839,5.469387755,5.98,10.02,4.51,5,0.643239844,11.77673967,1.211516583,2.445384595,0.189179695,2.445354914,28.555046,4.815963361,0.085636525,0.002747637,0.077492665,0,0,0.001769664,0.000558841,0,0.069249756,0.004424161,0,0.00013971,0.000838262,0,0,0,0.002095655,0,0,0,0,0,0,0,0,0,0,0,0.000325991,0,9.31e-05,0,0,0.00013971,0.00018628,0,0,0,1.46,16.88,1.83,183.27,-2.29,0.46,235,-3.66356164612965,-2.87308931674742,3.61091791264422,1.78842056796254,0.60431596685333,5.09919320290728
