Taxon	S.0	S.30	S.56	S.63	S.65	S.66	S.74	S.89	S.95	S.99	S.104	S.106	S.107	S.119	S.120	S.132	S.137	S.139	S.157	S.159	S.89.15	S.107.15	S.119.15	S.137.15
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0	0	0	0	0	3.57E-05	0	0	0	0	0	2.73E-05	0	0	0	0	0	0	0	3.08E-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0	0	0	0	2.08E-05	0	0	0	0	0	0	0	0	6.12E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	5.22E-05	0	9.64E-05	7.51E-05	2.08E-05	0	2.89E-05	0	0.00036324	0	0	8.19E-05	4.33E-05	3.06E-05	0	0.000100718	0	0	0	0	0	1.78E-05	0.000332956	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	0.000339612	0	5.78E-05	7.51E-05	8.32E-05	0	0.000144358	0.000212247	0	0	5.77E-05	0.000136485	4.33E-05	0.000122421	0.000210183	0.000226615	2.22E-05	9.01E-05	0.000101745	9.24E-05	4.05E-05	3.57E-05	0.000166478	6.69E-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Pasteuriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.00039186	2.17E-05	0.003007287	7.51E-05	4.16E-05	3.57E-05	2.89E-05	0.000282996	0.00036324	2.81E-05	0.000153997	0.001528635	0.000303017	0.000428475	0.000709369	0.000352512	4.44E-05	9.01E-05	2.54E-05	6.16E-05	6.07E-05	0.000178294	0.000166478	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	0	0	0	0	0	0	0	0	0	0	1.92E-05	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08E-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	0	0	5.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08E-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0	0	0	2.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0	6.52E-05	0	0	0.0002079	0	0	0.000141498	0	0	1.92E-05	0	0	0	0	0	6.66E-05	0	5.09E-05	0	0	5.35E-05	0	6.69E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.000444108	0.002392449	3.86E-05	0.002103471	0.001995842	0.000142653	0.000375332	0.005164668	0	0.001066936	0.000904733	8.19E-05	0.001601662	0.001836322	0.000289002	2.52E-05	0.001952562	0.000540394	0.000508725	0.000770155	0.000182072	0.001194573	0.000432843	0.000401499
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	0	0.000130497	0	5.01E-05	0	0	0	0.00031837	0	0	1.92E-05	0	4.33E-05	0	0	0	2.22E-05	0	7.63E-05	0	0	3.57E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000535332
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	0	0	0	0	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0.000109188	0	0	0	0	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.00013062	0.000369742	0	0.000976611	0.000540541	0	0.000230974	0.001485726	0	0.0006177	0.000731487	0	0.000303017	0.001866928	0	0	0.000754399	9.01E-05	0.00040698	0.000123225	6.07E-05	0.000392248	6.66E-05	0.000200749
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0	0	0	5.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0	0.000108748	0	0	0	0	0	0.000141498	0	2.81E-05	7.70E-05	0	4.33E-05	0	0	0	0	0	0	0	0	8.91E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	7.84E-05	0.000130497	0	2.50E-05	2.08E-05	0	0	7.07E-05	0	5.62E-05	7.70E-05	0	4.33E-05	3.06E-05	0	0	2.22E-05	0.000180131	0.000152617	3.08E-05	0	0.000124806	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	0	0	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	0	0	2.22E-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Caldicellulosiruptoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GAL15;c__;o__;f__	0	0	0	0	0	0	5.77E-05	0	0	0	0	0.000136485	0	0	0	0	0	0	0	0	2.02E-05	0	0	0
k__Bacteria;p__GN02;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	5.04E-05	0	0	0	0	2.02E-05	0	0	0
k__Bacteria;p__GN02;c__3BR-5F;o__;f__	2.61E-05	0	0	0	0	0	0	0	0	0	0	0	4.33E-05	0	0	5.04E-05	0	0	0	0	2.02E-05	8.91E-05	3.33E-05	0
k__Bacteria;p__GN02;c__BB34;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN02;c__BD1-5;o__;f__	0	0	0	0	4.16E-05	0	0	3.54E-05	0	0	3.85E-05	0	4.33E-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN02;c__GKS2-174;o__;f__	0.000835968	0.000152247	9.64E-05	0	0.000893971	0.000463623	0.000866151	0.000778238	0.00036324	0.000280773	5.77E-05	0	0.00095234	6.12E-05	0.000893279	0.000579126	0.000199694	0.000180131	0.000813959	0	0.000323684	0.001872092	0.000566025	0.000802998
k__Bacteria;p__GN02;c__GN07;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN02;c__GN10;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__	0.002769142	0.000239245	0.001465088	2.50E-05	0.00022869	0.001533524	0.001443585	0.000707489	0.004722121	0.000533468	0.000269495	5.46E-05	0.001601662	0.000459081	0.006436866	0.000881279	0.001220351	9.01E-05	0.002136643	3.08E-05	0.002892921	0.001105425	0.003196377	0.001204497
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	7.88E-05	0	0	0	0	0	6.07E-05	0	3.33E-05	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__	0.000470232	2.17E-05	3.86E-05	0	2.08E-05	0	0	0	0	0.000870395	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	6.66E-05	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__	0.000156744	2.17E-05	0.000250607	0	0.00012474	7.13E-05	0.000433075	0.000565991	0.00108972	0.000393082	9.62E-05	5.46E-05	0	0	0.000499186	0.000352512	6.66E-05	0.000180131	2.54E-05	0	0.000647367	0.000178294	0.000965572	0.000133833
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other;Other	0.000104496	0.000173996	0.00030844	2.50E-05	6.24E-05	0	0.00017323	0.000141498	0.003269161	0.000112309	7.70E-05	0	0.000519458	0.000122421	0.001287373	0.000176256	6.66E-05	9.01E-05	2.54E-05	0	0.000141612	0.000249612	0.000765799	0.000133833
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__	0.00412759	0.007851581	0.003142229	0.000801322	0.013908524	0.00139087	0.002194249	0.007817751	0.007991282	0.00637354	0.0027527	0.00073702	0.005757327	0.002632062	0.003021386	0.003852449	0.002329761	0.00126092	0.002187516	0.000739349	0.004005584	0.003441083	0.003595925	0.001739829
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__C114;f__	0	0	0	0	0	0	0	0	0	0	0	0	0.000129865	0	0.000604277	0	0	0	0	0	4.05E-05	0.000249612	0.000432843	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__	0.000914339	0.003610422	0.000539769	0.002003305	0.002515593	0.000499287	0.004475113	0.004563303	0.003995641	0.002049641	0.002829698	0.002019981	0.001861391	0.006580155	0.001576375	0.001913635	0.002773525	0.001801315	0.001271812	0.000924186	0.005361008	0.002050386	0.002230805	0.001940578
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;Other	7.84E-05	6.52E-05	7.71E-05	0.000350578	0.00022869	0.00010699	0.000433075	0.000141498	0	0.000168464	0.000153997	5.46E-05	0.000216441	0.000153027	5.25E-05	0.000125897	6.66E-05	9.01E-05	0	0	0.000141612	7.13E-05	6.66E-05	6.69E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__	0.001828679	0.00187046	0.001098816	0.004407272	0.00033264	0.000249643	0.001559071	0.003502069	0.003269161	0.004997754	0.003002945	0.000354862	0.005454309	0.004284752	0.001576375	0.002593479	0.001530986	0.00063046	0.001119194	0.000616124	0.000323684	0.000570542	0.00113205	0.000936831
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__A1-B1	0	0.000239245	0	2.50E-05	0	0	5.77E-05	3.54E-05	0	0	0	0	4.33E-05	0	0.000105092	0	0.001131598	0	2.54E-05	0	0	0	0	0.000334582
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301	0.007523708	0.017965114	0.005629024	0.023163219	0.033659044	0.001141227	0.011606421	0.020269553	0.023247367	0.01572327	0.011646037	0.003302943	0.021644085	0.018577462	0.007855604	0.011431449	0.009008409	0.006664865	0.012005901	0.002710945	0.007950476	0.007720149	0.00915629	0.006557816
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	2.61E-05	0	0.00260246	0	0.00012474	0	0	0	0.001816201	0.000898473	0.000230996	0.000109188	8.66E-05	3.06E-05	0.001234827	0.001208611	0.000355011	0	0	0	0.000343914	5.35E-05	0.000166478	0.000133833
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__	2.61E-05	6.52E-05	0	0	0.003326403	0	0	3.54E-05	0	0.000421159	0	0.000245673	0	9.18E-05	0.000289002	2.52E-05	0.000221882	9.01E-05	0.000254362	0	0.000343914	0.000303101	6.66E-05	0.001070664
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__	0.01711121	0.01209274	0.00229402	0.022011319	0.035654886	0.003281027	0.014204874	0.046482012	0.007264802	0.007468553	0.005640147	0.007561282	0.028570192	0.00079574	0.024801639	0.010222838	0.034081076	0.009006575	0.020883146	0.000184837	0.014363456	0.024461997	0.029566491	0.016461456
k__Bacteria;p__Kazan-3B-28;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__MVP-21;c__;o__;f__	7.84E-05	2.17E-05	3.86E-05	5.01E-05	0	0.000249643	0.000866151	0.00095511	0	0.001375786	0.000115498	2.73E-05	0.000129865	0.000153027	0.000105092	0.000125897	0	0.000540394	7.63E-05	6.16E-05	0.000121381	0.000142636	9.99E-05	0
k__Bacteria;p__NKB19;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__NKB19;c__TSBW08;o__;f__	0	0	1.93E-05	0	0	0	0	0	0.00036324	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21	0.00013062	0	3.86E-05	0	4.16E-05	3.57E-05	0.000433075	0	0.00036324	2.81E-05	7.70E-05	0.000245673	0.001341933	0	0.001944196	2.52E-05	0.000576893	0.000450329	0.001322684	0	0.002346706	0.001016278	0.000732503	0.000334582
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	0.004859061	0.000674236	0.001580753	0.000225372	0.000561331	0.001426534	0.003868807	0.000601365	0.004358881	0.002021563	0.005293653	0.001637823	0.002294273	0.00125482	0.010351532	0.0008561	0.002241008	0.001350986	0.002263825	0	0.00554308	0.004421702	0.004694679	0.001405246
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Leptospirillaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105092	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__OD1;Other;Other;Other	0	8.70E-05	0	0	8.32E-05	7.13E-05	0	0	0	0	0	0	0.000216441	0	5.25E-05	0	6.66E-05	9.01E-05	0	0	2.02E-05	0.000231783	9.99E-05	0.000200749
k__Bacteria;p__OD1;c__;o__;f__	0.000235116	8.70E-05	3.86E-05	0	2.08E-05	0	0.000230974	0.000353744	0	0.000140386	3.85E-05	0	0.000303017	0	5.25E-05	2.52E-05	0	0	0.000127181	0	0.000121381	0.000356589	3.33E-05	0.000736081
k__Bacteria;p__OD1;c__ABY1;o__;f__	2.61E-05	2.17E-05	0	0	2.08E-05	3.57E-05	0	7.07E-05	0	0	0	0	0.000216441	0	0.000761915	7.55E-05	0.000133129	9.01E-05	0	0	4.05E-05	0.000196124	0	0.000602248
k__Bacteria;p__OD1;c__Mb-NB09;o__;f__	5.22E-05	6.52E-05	0	0	0.001975052	0	0	3.54E-05	0	0	0	0	0	0	2.63E-05	0	8.88E-05	0	0	0	6.07E-05	0.000142636	6.66E-05	0.000669165
k__Bacteria;p__OD1;c__SM2F11;o__;f__	0.001044959	0.000391492	0.00030844	0.000475785	0.000623701	0.00053495	0.000779536	0.001450352	0	0.000758086	0.000134748	0	0.000865763	0.001928139	0.000656823	0.000604306	0.000355011	0.000450329	0.001170067	0.000154031	0.000748518	0.002264339	0.000632616	0.001472163
k__Bacteria;p__OD1;c__ZB2;o__;f__	0.002873638	0.001217974	0.001079539	0.00057595	0.003160083	0.002282454	0.0015302	0.001768722	0.00036324	0.000673854	0.000846985	0.000245673	0.001558374	0.000367264	0.001550102	0.001561123	0.000909716	0.000720526	0.001627919	3.08E-05	0.00184095	0.013086812	0.00166478	0.004617238
k__Bacteria;p__OP11;Other;Other;Other	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142636	0	0
k__Bacteria;p__OP11;c__;o__;f__	0	0	0	0	0	0	0	0.000176872	0	0	0	0	0	0	0.000105092	0	0.000110941	0	0	0	0	0	0	0
k__Bacteria;p__OP11;c__OP11-1;o__;f__	0	0	0	0	0.00037422	0	0	7.07E-05	0	0	0	0	0	0	0	5.04E-05	0	0	0	0	0	3.57E-05	9.99E-05	6.69E-05
k__Bacteria;p__OP11;c__OP11-3;o__;f__	0	0	1.93E-05	0	0	3.57E-05	0	0	0	0	0	0	0.000216441	0	2.63E-05	0	0	0	0	0	4.05E-05	8.91E-05	0	0.000200749
k__Bacteria;p__OP11;c__OP11-4;o__;f__	0	0	1.93E-05	2.50E-05	0	3.57E-05	0	3.54E-05	0	5.62E-05	1.92E-05	0	0.000129865	0	7.88E-05	0	0	0	0	0	0.000101151	8.91E-05	0	0.000200749
k__Bacteria;p__OP11;c__WCHB1-64;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52E-05	0	0	0	0	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__d153;f__	0	2.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09E-05	0	2.02E-05	0	0	6.69E-05
k__Bacteria;p__OP3;c__PBS-25;o__;f__	0	0	1.93E-05	0	2.08E-05	0	0	0	0	0	0	0	0	0	0.001182282	0	0	0	0	0	4.05E-05	0.000106977	9.99E-05	0.000133833
k__Bacteria;p__OP3;c__koll11;o__;f__	0	0.000108748	5.78E-05	0	0	0	0	0	0	0	0	0	0	0	0.001655194	2.52E-05	2.22E-05	0	0	0	0.000161842	0.000267442	0.000366252	0.000869914
k__Bacteria;p__OP3;c__koll11;o__GIF10;f__kpj58rc	0	0	3.86E-05	0	2.08E-05	0	2.89E-05	0	0.00036324	0	0	0	0	0	0.000105092	0	4.44E-05	0	2.54E-05	0	4.05E-05	8.91E-05	9.99E-05	0.000133833
k__Bacteria;p__OctSpA1-106;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78E-05	0	0
k__Bacteria;p__Planctomycetes;Other;Other;Other	2.61E-05	0	3.86E-05	0	0	0	5.77E-05	0	0	0	0	0	0	3.06E-05	0.000341548	2.52E-05	0.000133129	9.01E-05	0	0	0	0	3.33E-05	0
k__Bacteria;p__Planctomycetes;c__;o__;f__	0	0	0	0	0	0	0	0	0.00036324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018391	0	0	0	0	0	0	3.57E-05	0	0
k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__	0	0.00045674	0	0	6.24E-05	0	0.000144358	0.001167356	0.00036324	0.000168464	0	2.73E-05	0.000606034	0.000734529	0.00063055	2.52E-05	0.001175975	0.000720526	0.000788523	0	0.00095082	0.000481395	0.000199774	0.00113758
k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107;f__	0	0	9.64E-05	0	0	0	0	0	0	0	0	0	0	0	0.00044664	0	0	0	0	0	4.05E-05	8.91E-05	6.66E-05	0
k__Bacteria;p__Planctomycetes;c__C6;o__d113;f__	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	4.33E-05	0	5.25E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__OM190;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105092	0	0	0	0	0	6.07E-05	0	3.33E-05	0
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__	0	0	0.00015422	0	0	0	2.89E-05	0	0.00072648	0	0	0	0	0	0.000867006	0	0	0	0	0	0.000141612	5.35E-05	0.000266365	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other;Other	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	8.66E-05	0	0	0	0	0	0	0	2.02E-05	0	6.66E-05	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3;f__	5.22E-05	0	5.78E-05	0	4.16E-05	0	0.000115487	0.000247621	0.00036324	2.81E-05	5.77E-05	0.000354862	0	0	7.88E-05	5.04E-05	0	0.000180131	0	0	0.000384374	0.000303101	0.000166478	6.69E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	2.02E-05	0	0	0.000133833
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__	0	0	0.00023133	0	0	0	2.89E-05	0	0.00072648	0	0	0	4.33E-05	0	0.000893279	0.000100718	0	9.01E-05	0	0	0.000242763	0.000196124	0.000133182	0.000200749
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae	0	4.35E-05	1.93E-05	0	0	0	0	7.07E-05	0	2.81E-05	0	0	8.66E-05	0	0.000210183	2.52E-05	0	0	0	0	0.000101151	0.000178294	6.66E-05	6.69E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1;f__	0	0	0	0	0	0	2.89E-05	0	0	0	0	0	8.66E-05	0	7.88E-05	0	0	0	0	0	8.09E-05	7.13E-05	0.000133182	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__	0	0	0	0	0	0	0	0	0	0	1.92E-05	0	0	0	0.000262729	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__SHUX583;f__	0	0	0	0	0	0	0	0	0	0	0	0	0.000216441	0	2.63E-05	0	8.88E-05	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__	0.007393088	0.007873331	0.008732698	0.00190314	0.008232848	0.014336662	0.009585402	0.008489865	0.007991282	0.007721249	0.008007854	0.007506688	0.010778754	0.006886209	0.0170774	0.012337908	0.005036721	0.012248942	0.004756575	0.002094821	0.011672837	0.01697363	0.01641473	0.006223233
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.88E-05	0	0	0	0	0	6.07E-05	0	3.33E-05	0
k__Bacteria;p__Planctomycetes;c__Pla3;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__	0	6.52E-05	0	0	0	0	0	0	0	0	0	0	0	0.000153027	0.000157638	0	0.000931904	9.01E-05	0.000127181	0	8.09E-05	5.35E-05	3.33E-05	0.000267666
k__Bacteria;p__Planctomycetes;c__Planctomycetia;Other;Other	0	2.17E-05	1.93E-05	2.50E-05	0	0	0	7.07E-05	0	0	0	0	0	0	2.63E-05	2.52E-05	0	0	0	3.08E-05	2.02E-05	1.78E-05	3.33E-05	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__	7.84E-05	0	0.000115665	0	0	0.00010699	0	0	0	0.000168464	1.92E-05	0	8.66E-05	6.12E-05	0.000131365	0.000100718	0	0	2.54E-05	0	0.000141612	0.000124806	0.000366252	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;Other	5.22E-05	2.17E-05	0	0.000350578	4.16E-05	0.002282454	2.89E-05	0	0	0.000280773	0.000269495	2.73E-05	0	0.000459081	0	0.000251794	0.000133129	0.000270197	0	0.004959798	2.02E-05	0	6.66E-05	6.69E-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae	0.032158625	0.021967028	0.017889501	0.016226774	0.008066528	0.033380884	0.035396697	0.014079026	0.038866691	0.028217655	0.0274115	0.035622646	0.035756028	0.029503581	0.027455205	0.037794284	0.030065011	0.03557597	0.036755354	0.012199254	0.038862252	0.031807727	0.036958114	0.023554604
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae	0.004597821	0.007982078	0.003739831	0.011118345	0.02029106	0.004707561	0.005370135	0.016236867	0.008354522	0.010641285	0.008912587	0.01266583	0.008094888	0.009916141	0.004361305	0.005463931	0.00443764	0.00846618	0.005188991	0.021872401	0.00643321	0.002585269	0.003928881	0.005888651
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae	0.00078372	0.000304493	0.002351853	2.50E-05	0.00022869	0.000178317	0.003089271	7.07E-05	0.005085361	0.000477314	0.000269495	0.001856199	0.00164495	3.06E-05	0.006778414	0.000705023	0.001065034	0.001350986	0.000508725	0	0.004470879	0.002638758	0.006326164	0.002074411
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	0.000470232	0.000978729	0.000443382	5.01E-05	0.0004158	0.000178317	0.000837279	0.00031837	0.00072648	0.000421159	0.000134748	0.00120107	0.001515086	0.001591479	0.002206926	0.001460405	0.001952562	0.00063046	0.000864832	0	0.002063482	0.00254961	0.001897849	0.002743576
